No.,Chemical compound,Logk,Cas,Smiles,Ph,T,Ref,Chemical_class_27,Chemical_class_coarse
333,Acetate,2.78,71-50-1,CC(=O)[O-],,,NIST,alkane,Aliphatic hydrocarbons
334,Acetic acid,3.53,64-19-7,CC(=O)O,,,https://doi.org/10.1016/j.jhazmat.2025.138017,alkane,Aliphatic hydrocarbons
335,Acetochlor,6.04,34256-82-1,CCC1=CC=CC(=C1N(COCC)C(=O)CCl)C,8.5,,https://doi.org/10.1021/es3030808,alkane,Aliphatic hydrocarbons
336,Acetochlor,6.04,34256-82-1,CCC1=CC=CC(=C1N(COCC)C(=O)CCl)C,,,https://doi.org/10.1039/C3EM00479A,alkane,Aliphatic hydrocarbons
337,Acetone,2.2,67-64-1,CC(=O)C,,,NIST,alkane,Aliphatic hydrocarbons
338,Acetone,2.2,67-64-1,CC(=O)C,12.1-12.7,,https://doi.org/10.1063/1.555808,alkane,Aliphatic hydrocarbons
339,Acetonitrile,3.51,1975/5/8,CC#N,,,NIST,alkane,Aliphatic hydrocarbons
340,Acetonitrile,3.51,1975/5/8,CC#N,12.1-12.7,,https://doi.org/10.1063/1.555808,alkane,Aliphatic hydrocarbons
341,Acetophenone,5.48,98-86-2,CC(=O)C1=CC=CC=C1,,,NIST,cyclo,Aromatic & PAHs
342,Acetophenone,5.48,98-86-2,CC(=O)C1=CC=CC=C1,,,https://doi.org/10.1016/j.watres.2019.06.002,cyclo,Aromatic & PAHs
343,Acetovanillone,8.23,498-02-2,CC(=O)C1=CC(=C(C=C1)O)OC,7,,https://doi.org/10.1016/j.watres.2019.06.002,alcohol,Oxygenated organics
344,Acetylglycine,4.0,543-24-8,CC(=O)NCC(=O)O,7,,NIST,alkane,Aliphatic hydrocarbons
345,Acetylglycylglycine,4.0,5687-48-9,CC(=O)NCC(=O)NCC(=O)O,7,,NIST,alkane,Aliphatic hydrocarbons
346,Acyclovir,8.04,59277-89-3,OCCOCN(C=N1)C2=C1C(NC(N)=N2)=O,8,,https://doi.org/10.1021/acs.est.6b02232,diol,Polyfunctional / highly functionalized
347,Alachlor,6.99,15972-60-8,CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl,8.5,,https://doi.org/10.1021/es3030808,alkane,Aliphatic hydrocarbons
348,Alachlor,6.99,15972-60-8,CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl,,,https://doi.org/10.1016/j.jhazmat.2025.137961,alkane,Aliphatic hydrocarbons
349,Alachlor,6.99,15972-60-8,CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl,,,https://doi.org/10.1039/C3EM00479A,alkane,Aliphatic hydrocarbons
350,Alanine,3.0,56-41-7,C[C@@H](C(=O)O)N,7,,NIST,halogeneted,Halogenated organics
351,Alanine,3.0,56-41-7,C[C@@H](C(=O)O)N,7,,https://doi.org/10.1016/j.chemosphere.2023.140660,halogeneted,Halogenated organics
352,Allyl Alcohol,5.4,107-18-6,C=CCO,8,,https://doi.org/10.1021/acs.est.6b02232,halogeneted,Halogenated organics
353,Allyl alcohol,4.42,107-18-6,C=CCO,,25.0,https://doi.org/10.1016/j.jhazmat.2025.137899,halogeneted,Halogenated organics
354,Allyl alcohol,5.46,107-18-6,C=CCO,11.6,,NIST,halogeneted,Halogenated organics
355,Allyl alcohol,4.42,107-18-6,C=CCO,,,https://doi.org/10.1016/j.jhazmat.2025.138060,halogeneted,Halogenated organics
356,Allyl alcohol,5.38,107-18-6,C=CCO,11.6,,https://doi.org/10.1039/c3em00479a,halogeneted,Halogenated organics
357,Ametryn,6.87,834-12-8,CCNC1=NC(=NC(=N1)SC)NC(C)C,11,,https://doi.org/10.1021/es051236b,"sulfide, disulfide",Sulfur-containing organics
358,Ametryn,6.87,834-12-8,CCNC1=NC(=NC(=N1)SC)NC(C)C,8.2,,https://doi.org/10.1021/es051236b,"sulfide, disulfide",Sulfur-containing organics
359,Amino radical,9.9,13770-40-6,[NH2],11,,https://doi.org/10.1021/jp801505b,amine,Nitrogen-containing organics
360,Amino radical,9.18,13770-40-6,[NH2],7.8,,NIST,amine,Nitrogen-containing organics
361,Amino radical,9.18,13770-40-6,[NH2],7.8,,https://doi.org/10.1016/1359-0197(91)90100-G,amine,Nitrogen-containing organics
362,Amitrole,6.68,61-82-5,C1=NNC(=N1)N,,25.0,https://doi.org/10.1016/j.jhazmat.2025.137899,halogeneted,Halogenated organics
363,Amitrole,6.14,61-82-5,C1=NNC(=N1)N,7,,https://doi.org/10.1016/j.cej.2015.01.019,halogeneted,Halogenated organics
364,Amitrole,6.68,61-82-5,C1=NNC(=N1)N,,,https://doi.org/10.1016/j.jhazmat.2025.138155,halogeneted,Halogenated organics
365,Amlodipine,9.53,88150-42-9,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,7,,https://doi.org/10.1016/j.watres.2023.120968,diol,Polyfunctional / highly functionalized
366,Aniline,8.7,62-53-3,C1=CC=C(C=C1)N,8.9,,https://doi.org/10.1080/09593330.2022.2102937,halogeneted,Halogenated organics
367,Aniline,8.66,62-53-3,C1=CC=C(C=C1)N,,,https://doi.org/10.1016/j.watres.2010.04.011,halogeneted,Halogenated organics
368,Aniline,8.7,62-53-3,C1=CC=C(C=C1)N,,,https://doi.org/10.1016/j.crci.2008.09.024,halogeneted,Halogenated organics
369,Aniline,8.7,62-53-3,C1=CC=C(C=C1)N,8,,https://doi.org/10.1016/j.watres.2021.117867,halogeneted,Halogenated organics
370,Aniline,8.7,62-53-3,C1=CC=C(C=C1)N,8.5,,https://doi.org/10.1007/BF02841982,halogeneted,Halogenated organics
371,Aniline,8.79,62-53-3,C1=CC=C(C=C1)N,11,,https://doi.org/10.1021/es051236b,halogeneted,Halogenated organics
372,Aniline,8.83,62-53-3,C1=CC=C(C=C1)N,11,,https://doi.org/10.1021/es051236b,halogeneted,Halogenated organics
373,Aniline,8.66,62-53-3,C1=CC=C(C=C1)N,9,,https://doi.org/10.1016/S0040-4020(01)91404-8,halogeneted,Halogenated organics
374,Aniline,8.78,62-53-3,C1=CC=C(C=C1)N,,,https://doi.org/10.1016/0146-5724(78)90101-2,halogeneted,Halogenated organics
375,Aniline,8.75,62-53-3,C1=CC=C(C=C1)N,8.5–11.0,,https://doi.org/10.1016/j.chemosphere.2023.140660,halogeneted,Halogenated organics
376,Aniline,8.73,62-53-3,C1=CC=C(C=C1)N,7,,https://doi.org/10.1021/J100585A004,halogeneted,Halogenated organics
377,Aniline,8.78,62-53-3,C1=CC=C(C=C1)N,,,https://doi.org/10.1063/1.555808,halogeneted,Halogenated organics
378,Aniline,8.75,62-53-3,C1=CC=C(C=C1)N,,,https://doi.org/10.1016/j.chemosphere.2023.140660,halogeneted,Halogenated organics
379,Aniline,8.83,62-53-3,C1=CC=C(C=C1)N,,,https://doi.org/10.1021/es051236b,halogeneted,Halogenated organics
380,Aniline,8.79,62-53-3,C1=CC=C(C=C1)N,11.8,,https://doi.org/10.1021/es051236b,halogeneted,Halogenated organics
381,Anisole,5.45,100-66-3,COC1=CC=CC=C1,,,https://doi.org/10.1016/0146-5724(78)90101-2,alcohol,Oxygenated organics
382,Anisole,5.45,100-66-3,COC1=CC=CC=C1,,,NIST,alcohol,Oxygenated organics
383,Anthrasemiquinone-1-sulfonate radical ion,9.66,82-49-5,O=S(C(C=CC=C1C(C2=C3C=CC=C2)=O)=C1C3=O)(O)=O,,,https://doi.org/10.1063/1.555808,diol,Polyfunctional / highly functionalized
384,Anthrasemiquinone-2-sulfonate radical ion,9.34,82-49-5,O=S(C(C=CC=C1C(C2=C3C=CC=C2)=O)=C1C3=O)(O)=O,,,https://doi.org/10.1063/1.555808,diol,Polyfunctional / highly functionalized
385,Arginine,4.95,7200-25-1,C(C[C@@H](C(=O)O)N)CN=C(N)N,7,,NIST,halogeneted,Halogenated organics
386,Arginine,4.95,7200-25-1,C(C[C@@H](C(=O)O)N)CN=C(N)N,7,,https://doi.org/10.2307/3573789,halogeneted,Halogenated organics
387,Arotinolol,8.15,68377-92-4,CC(C)(C)NCC(CSC1=NC(=CS1)C2=CC=C(S2)C(=O)N)O,,,https://doi.org/10.1016/j.watres.2021.117078,alkane,Aliphatic hydrocarbons
388,Arsenic (III),8.04,22541-54-4,[As+3],,,https://doi.org/10.1021/es026208x,"sulfide, disulfide",Sulfur-containing organics
389,Ascorbate,10.43,50-81-7,C([C@@H]([C@@H]1C(=C(C(=O)O1)[O-])O)O)O,7.4,,https://doi.org/10.1021/tx049747j,diol,Polyfunctional / highly functionalized
390,Ascorbate,9.04,50-81-7,C([C@@H]([C@@H]1C(=C(C(=O)O1)[O-])O)O)O,11,,https://doi.org/10.1016/j.chemosphere.2023.140660,diol,Polyfunctional / highly functionalized
391,Ascorbate,9.15,50-81-7,C([C@@H]([C@@H]1C(=C(C(=O)O1)[O-])O)O)O,11.4,,NIST,diol,Polyfunctional / highly functionalized
392,Aspartate,4.0,50-81-7,C([C@@H](C(=O)O)N)C(=O)O,7,,https://doi.org/10.2307/3573789,halogeneted,Halogenated organics
393,Aspartic acid,4.0,617-45-8,C([C@@H](C(=O)O)N)C(=O)O,7,,https://doi.org/10.2307/3573789,halogeneted,Halogenated organics
394,Aspartic acid,4.0,617-45-8,C([C@@H](C(=O)O)N)C(=O)O,13,,https://doi.org/10.1002/kin.550250308,halogeneted,Halogenated organics
395,Atenolol,6.72,29122-68-7,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,,,https://doi.org/10.1016/j.watres.2015.02.014,alkane,Aliphatic hydrocarbons
396,Atenolol,7.77,29122-68-7,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,11.4,,https://doi.org/10.1021/es304334w,alkane,Aliphatic hydrocarbons
397,Atenolol,6.95,29122-68-7,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,8.2,,https://doi.org/10.1021/es304334w,alkane,Aliphatic hydrocarbons
398,Atenolol,7.76,29122-68-7,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,,,https://doi.org/10.1021/acs.est.4c04547,alkane,Aliphatic hydrocarbons
399,Atenolol,6.99,29122-68-7,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,,,https://doi.org/10.1016/j.chemosphere.2023.138793,alkane,Aliphatic hydrocarbons
400,Atenolol,6.29,29122-68-7,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,8,,https://doi.org/10.1021/acs.est.6b05536,alkane,Aliphatic hydrocarbons
401,Atenolol,6.73,29122-68-7,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,6.5–8.2,,https://doi.org/10.1016/j.chemosphere.2023.140660,alkane,Aliphatic hydrocarbons
402,Atenolol,6.72,29122-68-7,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,6.5,,https://doi.org/10.1016/j.cej.2014.05.088,alkane,Aliphatic hydrocarbons
403,Atenolol,7.18,29122-68-7,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,,,https://doi.org/10.1016/j.jhazmat.2024.135538,alkane,Aliphatic hydrocarbons
404,Atenolol,6.99,29122-68-7,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,,,https://doi.org/10.1016/j.jhazmat.2025.137902,alkane,Aliphatic hydrocarbons
405,Atraton,6.63,1610-17-9,CCNC1=NC(=NC(=N1)OC)NC(C)C,,,https://doi.org/10.1016/j.jhazmat.2025.138112,alcohol,Oxygenated organics
406,Atraton,6.63,1610-17-9,CCNC1=NC(=NC(=N1)OC)NC(C)C,11,,https://doi.org/10.1021/es051236b,alcohol,Oxygenated organics
407,Atrazine,6.6,1912-24-9,CCNC1=NC(=NC(=N1)Cl)NC(C)C,,,https://doi.org/10.1016/j.watres.2015.02.014,alkane,Aliphatic hydrocarbons
408,Atrazine,6.7,1912-24-9,CCNC1=NC(=NC(=N1)Cl)NC(C)C,8.5,,https://doi.org/10.1021/es3030808,alkane,Aliphatic hydrocarbons
409,Atrazine,6.97,1912-24-9,CCNC1=NC(=NC(=N1)Cl)NC(C)C,,,https://doi.org/10.1016/j.watres.2020.116231,alkane,Aliphatic hydrocarbons
410,Atrazine,6.76,1912-24-9,CCNC1=NC(=NC(=N1)Cl)NC(C)C,8.8,,https://doi.org/10.1021/acs.est.8b04383,alkane,Aliphatic hydrocarbons
411,Atrazine,6.6,1912-24-9,CCNC1=NC(=NC(=N1)Cl)NC(C)C,6.5,,https://doi.org/10.1016/j.cej.2014.05.088,alkane,Aliphatic hydrocarbons
412,Atrazine,6.57,1912-24-9,CCNC1=NC(=NC(=N1)Cl)NC(C)C,11,,https://doi.org/10.1021/es051236b,alkane,Aliphatic hydrocarbons
413,Atrazine,6.6,1912-24-9,CCNC1=NC(=NC(=N1)Cl)NC(C)C,9,,https://doi.org/10.1002/etc.5620190605,alkane,Aliphatic hydrocarbons
414,Atrazine,6.65,1912-24-9,CCNC1=NC(=NC(=N1)Cl)NC(C)C,6.5–11.0,,https://doi.org/10.1016/j.chemosphere.2023.140660,alkane,Aliphatic hydrocarbons
415,Atrazine,6.53,1912-24-9,CCNC1=NC(=NC(=N1)Cl)NC(C)C,,,https://doi.org/10.1016/j.watres.2007.06.066,alkane,Aliphatic hydrocarbons
416,Atrazine,6.62,1912-24-9,CCNC1=NC(=NC(=N1)Cl)NC(C)C,,,https://doi.org/10.1039/C3EM00479A,alkane,Aliphatic hydrocarbons
417,Azide ion,7.34,14343-69-2,[N-]=[N+]=[N-],11.8,,NIST,amine,Nitrogen-containing organics
418,Azide ion,7.11,14343-69-2,[N-]=[N+]=[N-],11.6,,NIST,amine,Nitrogen-containing organics
419,Azithromycin,7.96,83905-01-5,CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,,,https://doi.org/10.1016/j.watres.2020.116231,diol,Polyfunctional / highly functionalized
420,Bentazon,7.4,25057-89-0,CC(C)N1C(=O)C2=CC=CC=C2NS1(=O)=O,8.5,,https://doi.org/10.1021/es3030808,"sulfide, disulfide",Sulfur-containing organics
421,Bentazon,7.4,25057-89-0,CC(C)N1C(=O)C2=CC=CC=C2NS1(=O)=O,,,https://doi.org/10.1016/j.jhazmat.2025.137903,"sulfide, disulfide",Sulfur-containing organics
422,Benthiocarb,5.45,28249-77-6,CCN(CC)C(=O)SCC1=CC=C(C=C1)Cl,9,,https://doi.org/10.1002/etc.5620190605,"sulfide, disulfide",Sulfur-containing organics
423,Benthiocarb,5.45,28249-77-6,CCN(CC)C(=O)SCC1=CC=C(C=C1)Cl,,25.0,https://doi.org/10.1016/j.jhazmat.2025.137899,"sulfide, disulfide",Sulfur-containing organics
424,Benzene,2.48,71-43-2,C1=CC=CC=C1,,,https://doi.org/10.1016/j.chemosphere.2023.138793,cyclo,Aromatic & PAHs
425,Benzene,5.51,71-43-2,C1=CC=CC=C1,9,,https://doi.org/10.1016/j.scitotenv.2020.137219,cyclo,Aromatic & PAHs
426,Benzene,4.0,71-43-2,C1=CC=CC=C1,7,,https://doi.org/10.2307/3573789,cyclo,Aromatic & PAHs
427,Benzene,3.48,71-43-2,C1=CC=CC=C1,7,,https://doi.org/10.1021/j100514a007,cyclo,Aromatic & PAHs
428,Benzene,3.48,71-43-2,C1=CC=CC=C1,7,,https://doi.org/10.1016/j.scitotenv.2020.137219,cyclo,Aromatic & PAHs
429,Benzene,4.7,71-43-2,C1=CC=CC=C1,11.7,,https://doi.org/10.1063/1.555808,cyclo,Aromatic & PAHs
430,Benzoic acid,5.08,65-85-0,C1=CC=C(C=C1)C(=O)O,,25.0,https://doi.org/10.1016/j.jhazmat.2025.137899,halogeneted,Halogenated organics
431,Benzonitrile,2.11,100-47-0,C1=CC=C(C=C1)C#N,9,,https://doi.org/10.1002/kin.550230606,halogeneted,Halogenated organics
432,Benzophenone,6.18,119-61-9,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,,,https://doi.org/10.1016/j.watres.2019.06.002,cyclo,Aromatic & PAHs
433,Benzophenone,6.18,119-61-9,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,12.5,,https://doi.org/10.1016/j.chemosphere.2023.140660,cyclo,Aromatic & PAHs
434,Benzophenone,6.18,119-61-9,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,,,NIST,cyclo,Aromatic & PAHs
435,Benzophenone-1,7.52,131-56-6,C1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2)O)O,,,https://doi.org/10.1016/j.watres.2019.05.019,halogeneted,Halogenated organics
436,Benzophenone-1,7.52,131-56-6,C1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2)O)O,9,,https://doi.org/10.1016/j.chemosphere.2023.140660,halogeneted,Halogenated organics
437,Benzophenone-3,7.1,131-57-7,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,,,https://doi.org/10.1016/j.chemosphere.2023.140660,alcohol,Oxygenated organics
438,Benzophenone-3,7.1,131-57-7,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,9,,https://doi.org/10.1016/j.watres.2019.05.019,alcohol,Oxygenated organics
439,Benzophenone-3,7.7,131-57-7,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,,,https://doi.org/10.1039/C6EM00580B,alcohol,Oxygenated organics
440,Benzophenone-8,7.45,131-53-3,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2O)O,,,https://doi.org/10.1016/j.watres.2019.05.019,diol,Polyfunctional / highly functionalized
441,Benzophenone-8,7.45,131-53-3,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2O)O,9,,https://doi.org/10.1016/j.chemosphere.2023.140660,diol,Polyfunctional / highly functionalized
442,Benzylamine,5.88,100-46-9,C1=CC=C(C=C1)CN,9.34,,https://doi.org/10.1016/j.scitotenv.2020.137219,halogeneted,Halogenated organics
443,Benzylamine,5.88,100-46-9,C1=CC=C(C=C1)CN,,,https://doi.org/10.1016/j.chemosphere.2023.140660,halogeneted,Halogenated organics
444,Benzylamine,5.88,100-46-9,C1=CC=C(C=C1)CN,11.5,,https://doi.org/10.1016/S0040-4020(01)91404-8,halogeneted,Halogenated organics
445,Benzylamine,5.88,100-46-9,C1=CC=C(C=C1)CN,11.5,,NIST,halogeneted,Halogenated organics
446,Bezafibrate,6.73,41859-67-0,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl,,,https://doi.org/10.1016/j.watres.2020.116231,alcohol,Oxygenated organics
447,Bis (1-methylimidazol-2-yl) diselenide,8.15,678996-64-0,CN1C=CN=C1[Se][Se]C2=NC=CN2C,,,https://doi.org/10.1080/10715762.2023.2299341,"sulfide, disulfide",Sulfur-containing organics
448,Bisphenol A,8.35,1980/5/7,CC(C1=CC=C(O)C=C1)(C)C2=CC=C(O)C=C2,8.2,,https://doi.org/10.1016/j.watres.2019.115394,cyclo,Aromatic & PAHs
449,Bisphenol A,8.45,1980/5/7,CC(C1=CC=C(O)C=C1)(C)C2=CC=C(O)C=C2,8.8,,https://doi.org/10.1021/acs.est.8b04383,cyclo,Aromatic & PAHs
450,Bisphenol A,8.35,1980/5/7,CC(C1=CC=C(O)C=C1)(C)C2=CC=C(O)C=C2,,,https://doi.org/10.1016/j.chemosphere.2023.138793,cyclo,Aromatic & PAHs
451,Bisphenol A,8.4,1980/5/7,CC(C1=CC=C(O)C=C1)(C)C2=CC=C(O)C=C2,7.0–8.8,,https://doi.org/10.1016/j.chemosphere.2023.140660,cyclo,Aromatic & PAHs
452,Bisphenol A,7.96,1980/5/7,CC(C1=CC=C(O)C=C1)(C)C2=CC=C(O)C=C2,8,,https://doi.org/10.1016/j.jhazmat.2018.01.006,cyclo,Aromatic & PAHs
453,Bisphenol A,6.59,1980/5/7,CC(C1=CC=C(O)C=C1)(C)C2=CC=C(O)C=C2,,,https://doi.org/10.1016/j.cej.2022.135995,cyclo,Aromatic & PAHs
454,Bisphenol A,8.45,1980/5/7,CC(C1=CC=C(O)C=C1)(C)C2=CC=C(O)C=C2,,,https://doi.org/10.1016/j.jhazmat.2025.138057,cyclo,Aromatic & PAHs
455,Bromide ion,4.53,10097-32-2,[Br-],12,,NIST,halogeneted,Halogenated organics
456,Bromide ion,5.7,10097-32-2,[Br-],11,,NIST,halogeneted,Halogenated organics
457,Bromide ion,5.7,10097-32-2,[Br-],11,,https://doi.org/10.1016/j.scitotenv.2020.137219,halogeneted,Halogenated organics
458,Bromite anion,8.04,15477-77-7,O=Br[O-],,,https://doi.org/10.1016/j.watres.2006.10.013,halogeneted,Halogenated organics
459,Bromite anion,7.7,15477-77-7,O=Br[O-],,,https://doi.org/10.1039/F19757100473,halogeneted,Halogenated organics
460,Bromite anion,8.04,15477-77-7,O=Br[O-],13,,https://www.jstor.org/stable/2416051,halogeneted,Halogenated organics
461,Butylamine,5.6,109-73-9,CCCCN,11.5,,https://doi.org/10.1016/S0040-4020(01)91404-8,alkane,Aliphatic hydrocarbons
462,Butylamine,5.6,109-73-9,CCCCN,,,https://doi.org/10.1039/C3EM00479A,alkane,Aliphatic hydrocarbons
463,Caffeine,6.79,3920-35-2,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,,,https://doi.org/10.1016/j.jhazmat.2025.138118,halogeneted,Halogenated organics
464,Carbamazepine,6.36,298-46-4,O=C(N)N1C2=C(C=CC=C2)C=CC3=C1C=CC=C3,8.2,,https://doi.org/10.1016/j.watres.2019.115394,cyclo,Aromatic & PAHs
465,Carbamazepine,6.41,298-46-4,O=C(N)N1C2=C(C=CC=C2)C=CC3=C1C=CC=C3,10,,https://doi.org/10.1016/j.scitotenv.2022.158345,cyclo,Aromatic & PAHs
466,Carbamazepine,6.62,298-46-4,O=C(N)N1C2=C(C=CC=C2)C=CC3=C1C=CC=C3,8.8,,https://doi.org/10.1021/acs.est.8b04383,cyclo,Aromatic & PAHs
467,Carbamazepine,7.1,298-46-4,O=C(N)N1C2=C(C=CC=C2)C=CC3=C1C=CC=C3,,,https://doi.org/10.1016/j.cej.2022.135995,cyclo,Aromatic & PAHs
468,Carbamazepine,6.62,298-46-4,O=C(N)N1C2=C(C=CC=C2)C=CC3=C1C=CC=C3,,,https://doi.org/10.1016/j.cej.2014.05.088,cyclo,Aromatic & PAHs
469,Carbamazepine,7.1,298-46-4,O=C(N)N1C2=C(C=CC=C2)C=CC3=C1C=CC=C3,,,https://doi.org/10.1016/j.watres.2020.116231,cyclo,Aromatic & PAHs
470,Carbamazepine,6.36,298-46-4,O=C(N)N1C2=C(C=CC=C2)C=CC3=C1C=CC=C3,,,https://doi.org/10.1039/C3EM00479A,cyclo,Aromatic & PAHs
471,Carbamazepine,6.62,298-46-4,O=C(N)N1C2=C(C=CC=C2)C=CC3=C1C=CC=C3,,,https://doi.org/10.1021/acs.est.4c04547,cyclo,Aromatic & PAHs
472,Carbamazepine,6.52,298-46-4,O=C(N)N1C2=C(C=CC=C2)C=CC3=C1C=CC=C3,6.5–8.8,,https://doi.org/10.1016/j.chemosphere.2023.140660,cyclo,Aromatic & PAHs
473,Carbamazepine,6.94,298-46-4,O=C(N)N1C2=C(C=CC=C2)C=CC3=C1C=CC=C3,,,https://doi.org/10.1016/j.jhazmat.2025.138164,cyclo,Aromatic & PAHs
474,Carbamazepine,6.62,298-46-4,O=C(N)N1C2=C(C=CC=C2)C=CC3=C1C=CC=C3,6.5,,https://doi.org/10.1016/j.cej.2014.05.088,cyclo,Aromatic & PAHs
475,Carbamazepine,6.41,298-46-4,O=C(N)N1C2=C(C=CC=C2)C=CC3=C1C=CC=C3,,,https://doi.org/10.1016/j.watres.2024.121440,cyclo,Aromatic & PAHs
476,Carbamazepine,6.94,298-46-4,O=C(N)N1C2=C(C=CC=C2)C=CC3=C1C=CC=C3,,,https://doi.org/10.1016/j.jhazmat.2025.137986,cyclo,Aromatic & PAHs
477,Carbamide,3.0,57-13-6,C(=O)(N)N,7,,NIST,halogeneted,Halogenated organics
478,Carbendazim,6.78,10605-21-7,COC(=O)NC1=NC2=CC=CC=C2N1,,,https://doi.org/10.1016/j.watres.2007.06.066,alcohol,Oxygenated organics
479,Carbon dioxide anion radical,7.7,14485-07-5,O=C=O,,,NIST,halogeneted,Halogenated organics
480,Carbon dioxide anion radical,7.7,14485-07-5,O=C=O,,,https://doi.org/10.1016/1359-0197(91)90100-G,halogeneted,Halogenated organics
481,Carbonate radical,6.63,16518-46-0,C(=O)([O-])[O],,,https://doi.org/10.1021/jp9105162,halogeneted,Halogenated organics
482,Carbonate radical,7.48,16518-46-0,C(=O)([O-])[O],,,NIST,halogeneted,Halogenated organics
483,Carbonate radical,7.48,16518-46-0,C(=O)([O-])[O],,,https://doi.org/10.1021/j100386a015,halogeneted,Halogenated organics
484,Carbonate radical,6.74,16518-46-0,C(=O)([O-])[O],,,https://doi.org/10.1016/j.watres.2012.03.051,halogeneted,Halogenated organics
485,Carvedilol,7.28,72956-09-3,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,,,https://doi.org/10.1016/j.watres.2021.117078,diol,Polyfunctional / highly functionalized
486,Catalase,9.57,9001/5/2,O=C(OCC)C1=CC=C(O)C=C1,8.4,,10.1007/s11164-009-0042-8,cyclo,Aromatic & PAHs
487,Cellobiose,5.49,133-99-3,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,11,,https://doi.org/10.1081/WCT-120018615,diol,Polyfunctional / highly functionalized
488,Cellobiose,5.22,133-99-3,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,10.3,,https://doi.org/10.1081/WCT-120018615,diol,Polyfunctional / highly functionalized
489,Cellobiose,6.68,133-99-3,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,12.1,,https://doi.org/10.1081/WCT-120018615,diol,Polyfunctional / highly functionalized
490,Cellobiose,7.03,133-99-3,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,13,,https://doi.org/10.1081/WCT-120018615,diol,Polyfunctional / highly functionalized
491,Chlorine radical,8.34,24203-47-2,ClCl,,,https://doi.org/10.1016/j.watres.2024.121440,halogeneted,Halogenated organics
492,Chlorite ion,7.49,14998-27-7,[O-]Cl=O,11.7,,https://doi.org/10.1021/j100278a046,halogeneted,Halogenated organics
493,Chloroacetate,3.3,14526-03-5,C(C(=O)[O-])Cl,12.1–12.7,,https://doi.org/10.1063/1.555808,halogeneted,Halogenated organics
494,Chloroacetate,3.3,14526-03-5,C(C(=O)[O-])Cl,12.7,,NIST,halogeneted,Halogenated organics
495,Chlorobenzene,5.43,108-90-7,C1=CC=C(C=C1)Cl,9,,https://doi.org/10.1016/j.scitotenv.2020.137219,halogeneted,Halogenated organics
496,Chloropentaammineruthenium(III) ion,6.89,18532-87-1,[Ru+3].[Cl-].[Cl-].[Cl-].N.N.N.N.N,6.5,,https://doi.org/10.1021/j100514a007,halogeneted,Halogenated organics
