No.,Chemical compound,Logk,Cas,Smiles,Ph,T,Ref,Pubchem_cid,Chemical_class_27,Chemical_class_coarse
287,4-phenylphenol ,7.6,92-69-3 ,Oc1ccc(-c2ccccc2) cc1 ,11,,https://doi.org/10.1139/v93-160,,alcohol,Oxygenated organics
288,"1,2-dihydro-5-nitro-3H-1,2,4-triazol- 3-one",6.29,932-64-9,O=c1nc([N+] (=O) [O-]) [nH][nH]1 ,8.5,,https://doi.org/10.1021/acsestwater.2c00567,,halogeneted,Halogenated organics
289,"2,3,5-trichlorophenol ",5.17,933-78-8 ,Oc1cc (Cl)cc (Cl)c1Cl ,3,,https://doi.org/10.1039/C6EM00580B,,alcohol,Oxygenated organics
290,venlafaxine ,7.32,93413-69-5 ,COc1ccc([C@@H] (CN(C)C) C2(O)CCCCC2) cc1 ,6.8,,https://doi.org/10.1016/j.psep.2022.08.049,,alcohol,Oxygenated organics
291,2-aminobenzimidazole ,6.6,934-32-7 ,Nc1nc2ccccc2[nH]1 ,6,,https://doi.org/10.1016/j.chemosphere.2006.02.057,,benzene,Aromatic & PAHs
292,Fluvastatin ,8.21,93957-54-1 ,CC(C)n1c(/C=C/[CH] (O)C[CH] (O)CC(=O) O) c(c2ccc(F)cc2) cccccc2 ,7,,https://doi.org/10.1016/j.scitotenv.2016.12.008,,cyclo,Aromatic & PAHs
293,benzyl-4-hydroxybenzoate ,6.34,94-18-8 ,O=C(OCc1ccccc1) c1ccc(O)cc1 ,7,,https://doi.org/10.1016/j.cej.2012.08.097,,benzene,Aromatic & PAHs
294,benzyl-4-hydroxybenzoate ,6.8,94-18-8 ,O=C(OCc1ccccc1) c1ccc(O)cc1 ,10.8,,https://doi.org/10.1016/j.cej.2012.08.097,,benzene,Aromatic & PAHs
295,butylparaben ,6.34,94-26-8 ,CCCCOC(=O) c1ccc(O)cc1 ,7,,https://doi.org/10.1016/j.cej.2012.08.097,,alcohol,Oxygenated organics
296,butylparaben ,6.8,94-26-8 ,CCCCOC(=O) c1ccc(O)cc1 ,10.4,,https://doi.org/10.1016/j.cej.2012.08.097,,alcohol,Oxygenated organics
297,2-chlorophenol ,7.23,95-57-8 ,Oc1ccccc1Cl ,11.5,,https://doi.org/10.1080/02772249009357622,,alcohol,Oxygenated organics
298,Furfuryl Alcohol ,8.08,98-00-0 ,OCc1ccco1 ,7,,https://doi.org/10.1016/0045-6535(87)90004-X,,alcohol,Oxygenated organics
299,Sertaconazole nitrate ,6.4,99592-32-2 ,Clc1ccc([C@@H] (Cn2ccnc2) O Cc2csc3c(Cl)cccc23) c(Cl)c1 ,3,,https://doi.org/10.1007/s11356-018-2555-4,,"sulfide, disulfide",Sulfur-containing organics
300,Sertaconazole nitrate ,6.59,99592-32-2 ,Clc1ccc([C@@H] (Cn2ccnc2) O Cc2csc3c(Cl)cccc23) c(Cl)c1 ,7,,https://doi.org/10.1007/s11356-018-2555-4,,"sulfide, disulfide",Sulfur-containing organics
301,phenolate,8.230448921,108-95-2,c1ccccc1O,,25,https://doi.org/10.1016/0045-6535(87)90004-X and https://doi.org/10.1021/es00021a011?ref=pdf,,benzene,Aromatic & PAHs
302,2-chlorophenolate,8.204119983,29650-97-3,Clc1ccccc1O,,25,https://doi.org/10.1039/C6EM00580B and https://doi.org/10.1021/es00021a011?ref=pdf,,benzene,Aromatic & PAHs
303,2-methoxyphenolate,8.643452676,1990/5/1,COc1ccccc1O,,25,https://doi.org/10.1021/es00021a011?ref=pdf,,alcohol,Oxygenated organics
304,Methyl salicylate,8.204119983,	119-36-8,COC(=O)c1ccccc1O,,25,https://doi.org/10.1016/0045-6535(87)90004-X,,alcohol,Oxygenated organics
305,2-nitrophenolate,7.505149978,88-75-5,O=N+c1ccccc1O,,25,"https://doi.org/10.1039/C6EM00580B, https://doi.org/10.1021/es00021a011?ref=pdf,and https://doi.org/10.1016/1011-1344(90)85141-I",,benzene,Aromatic & PAHs
306,3-chlorophenolate,8.041392685,108-43-0,Clc1cccc(O)c1,,25,"https://doi.org/10.1039/C6EM00580B, https://doi.org/10.1021/es00021a011?ref=pdf,and https://doi.org/10.1016/1011-1344(90)85141-I",,benzene,Aromatic & PAHs
307, 3-methoxyphenolate,8.447158031,150-19-6,COc1cccc(O)c1,,25,https://doi.org/10.1039/C6EM00580B and https://doi.org/10.1021/es00021a011?ref=pdf,,alcohol,Oxygenated organics
308,3-methylphenol,8.301029996,108-39-4,CC1=CC(=CC=C1)O,,25,https://doi.org/10.1039/C6EM00580B,342.0,alkane,Aliphatic hydrocarbons
309,3-nitrophenolate,7.591064607,554-84-7,O=N+c1cccc(O)c1,,25,"https://doi.org/10.1039/C6EM00580B,https://doi.org/10.1021/es00021a011?ref=pdf,and https://doi.org/10.1016/1011-1344(90)85141-I",,benzene,Aromatic & PAHs
310,4-acetylphenolate,7.380211242,99-93-4,CC(=O)c1ccc(O)cc1,,25,https://doi.org/10.1021/es00021a011?ref=pdf,,benzene,Aromatic & PAHs
311,4-chlorophenolate,8.041392685,106-48-9,Clc1ccc(O)cc1,,25,"https://doi.org/10.1021/es00021a011?ref=pdf, https://doi.org/10.1016/1011-1344(90)85141-I,and https://doi.org/10.1139/v93-160",,benzene,Aromatic & PAHs
312,4-cyanophenolate,6.792391689,767-00-0,N#Cc1ccc(O)cc1,,25,https://doi.org/10.1021/es00021a011?ref=pdf,,benzene,Aromatic & PAHs
313,4-methoxyphenolate,8.819543936,150-76-5,COc1ccc(O)cc1,,25,https://doi.org/10.1021/es00021a011?ref=pdf,,alcohol,Oxygenated organics
314, 4-methylphenolate,8.556302501,106-44-5,Cc1ccc(O)cc1,,25,https://doi.org/10.1016/0045-6535(87)90004-X and https://doi.org/10.1021/es00021a011?ref=pdf,,benzene,Aromatic & PAHs
315,4-nitrophenolate,6.612783857,100-02-7,O=N+c1ccc(O)cc1,,25,https://doi.org/10.1016/0045-6535(87)90004-X and https://doi.org/10.1021/es00021a011?ref=pdf,,benzene,Aromatic & PAHs
316,4-tert-butylphenolate,8.556302501,98-54-4,CC(C)(C)C1=CC=C(C=C1)O,,25,https://doi.org/10.1021/es00021a011?ref=pdf,7393.0,alkane,Aliphatic hydrocarbons
317,"2,4-dimethylphenolate",8.544068044,105-67-9,Cc1ccc(O)c(C)c1,,25,https://doi.org/10.1039/C6EM00580B,,benzene,Aromatic & PAHs
318," 2,4-dichlorophenolate",8.176091259,120-83-2,Clc1ccc(O)cc1Cl,,25,https://doi.org/10.1016/0045-6535(87)90004-X and https://doi.org/10.1021/es00021a011?ref=pdf,,benzene,Aromatic & PAHs
319,"2,6-dimethylphenolate",8.301029996,576-26-1,CC1=C(C(=CC=C1)C)O,,25,https://doi.org/10.1039/C6EM00580B,11335.0,alkane,Aliphatic hydrocarbons
320,4-hydroxyphenolate,7.748188027,123-31-9,c1ccc(O)cc1O,,25,https://doi.org/10.1080/02772249209357813,,benzene,Aromatic & PAHs
321,"2,6-dimethoxyphenolate",8.939519253,2486-69-7,COc1cccc(OC)c1O,,25,https://doi.org/10.1016/0045-6535(87)90004-X,,alcohol,Oxygenated organics
322, 3-methyl-4-chlorophenolate,8.113943352,59-50-7,Cc1ccc(O)c(Cl)c1,,25,https://doi.org/10.1039/C6EM00580B,,benzene,Aromatic & PAHs
323,"2,3,5-trichlorophenolate",6.633468456,933-78-8,Clc1cc(O)cc(Cl)c1Cl,,25,https://doi.org/10.1039/C6EM00580B,,benzene,Aromatic & PAHs
324,"2,4,6-trimethylphenolate",8.77815125,527-60-6,Cc1cc(O)cc(C)c1C,,25,https://doi.org/10.1039/C6EM00580B,,benzene,Aromatic & PAHs
325,"2,4,6-tribromophenolate",7.919078092,118-79-6,Brc1cc(O)cc(Br)c1Br,,25,https://doi.org/10.1039/C6EM00580B,,benzene,Aromatic & PAHs
326,"2,4,6-trichlorophenolate",8.146128036,118-79-6,Clc1cc(O)cc(Cl)c1Cl,,25,https://doi.org/10.1016/0045-6535(87)90004-X and https://doi.org/10.1021/es00021a011?ref=pdf,,benzene,Aromatic & PAHs
327,4-bromophenolate,8.176091259,106-41-2,Brc1ccc(O)cc1,,25,https://doi.org/10.1002/prac.19943360310,,benzene,Aromatic & PAHs
328,"2,6-dimethyl-4-bromophenolate",8.591064607,2374/5/2,Cc1cc(Br)cc(O)c1C,,25,https://doi.org/10.1002/prac.19943360310,,benzene,Aromatic & PAHs
329," 2,4-dinitrophenolate",5.612783857,51-28-5,O=N+c1ccc(O)c(N+=O)c1,,25,https://doi.org/10.1021/es00021a011?ref=pdf,,benzene,Aromatic & PAHs
330,4-fluorophenolate,8.544068044,371-41-5,Fc1ccc(O)cc1,,25,https://doi.org/10.1139/v93-160,,benzene,Aromatic & PAHs
331,2-nitro-4-chlorophenolate,7.322219295,89-64-5,Clc1ccc(O)c(N+=O)c1,,25,https://doi.org/10.1016/j.scitotenv.2012.03.034,,benzene,Aromatic & PAHs
332," 4,6-dinitro-2-methylphenolate",5.113943352,534-52-1,Cc1ccc(O)c(N+=O)c(N+=O)c1,,25,https://doi.org/10.1021/es00021a011?ref=pdf,,cyclo,Aromatic & PAHs
333,"2,6-dinitro-4- methylphenolate",7.146128036,609-93-8,Cc1cc(N+=O)cc(O)c1N+=O,,25,https://doi.org/10.1021/es00021a011?ref=pdf,,benzene,Aromatic & PAHs
334,tyrosine,7.716003344,60-18-4,C1=CC(=CC=C1CC(C(=O)O)N)O,,25,https://doi.org/10.1016/1011-1344(91)80212-Z,1153.0,halogeneted,Halogenated organics
335,glycyl-tyrosine,7.278753601,658-79-7,NCC(=O)NC@@HC(=O)O,,25,https://doi.org/10.1016/1011-1344(91)80212-Z,,halogeneted,Halogenated organics
336,glycyl-tyrosyl-alanine,8.0,112898-27,CC@HC(=O)O,,25,https://doi.org/10.1007/BF00805805,,alkane,Aliphatic hydrocarbons
337,tyrosyl-glycine,7.633468456,673-08-5,NC@@HC(=O)NCC(=O)O,,25,https://doi.org/10.1016/1011-1344(91)80212-Z,,halogeneted,Halogenated organics
338,tyramine,8.361727836,51-67-2,NCCc1ccc(O)cc1,,25,https://doi.org/10.1111/j.1751-1097.1977.tb07461.x,,benzene,Aromatic & PAHs
339,phenol,6.897627091,108-95-2,C1=CC=C(C=C1)O,,25,"https://doi.org/10.1021/es00021a011?ref=pdf,https://doi.org/10.1016/0045-6535(93)90113-J,and https://doi.org/10.1252/jcej.15.368",996.0,halogeneted,Halogenated organics
340,2-chlorophenol,6.959041392,95-57-8,C1=CC=C(C(=C1)O)Cl,,25,https://doi.org/10.1021/es00021a011?ref=pdf,7245.0,halogeneted,Halogenated organics
341,2-methoxyphenol,6.77815125,1990/5/1,COC1=CC=CC=C1O,,25,https://doi.org/10.1021/es00021a011?ref=pdf,460.0,alcohol,Oxygenated organics
342,2-methyl ester phenol,6.301029996,119-36-8,COC(=O)C1=CC=CC=C1O,,25,https://doi.org/10.1016/0045-6535(87)90004-X,4133.0,alcohol,Oxygenated organics
343,2-nitrophenol,6.113943352,88-75-5,C1=CC=C(C(=C1)[N+](=O)[O-])O,,25,https://doi.org/10.1021/es00021a011?ref=pdf,6947.0,halogeneted,Halogenated organics
344, 3-chlorophenol,6.51851394,108-43-0,C1=CC(=CC(=C1)Cl)O,,25,https://doi.org/10.1021/es00021a011?ref=pdf,7933.0,halogeneted,Halogenated organics
345,3-methoxyphenol,7.113943352,150-19-6,COC1=CC=CC(=C1)O,,25,https://doi.org/10.1021/es00021a011?ref=pdf,9007.0,alcohol,Oxygenated organics
346,3-methylphenol,7.255272505,108-39-4,CC1=CC(=CC=C1)O,,25,https://doi.org/10.1039/C6EM00580B,342.0,alkane,Aliphatic hydrocarbons
347,"1,3-benzenediol-4-chloro",7.322219295,95-88-5,Clc1ccc(O)c(O)c1,,25,https://doi.org/10.1016/0045-6535(93)90113-J,,benzene,Aromatic & PAHs
348," 1,4-benzenediol-chloro",7.230448921,615-67-8,C1=CC(=C(C=C1O)Cl)O,,25,https://doi.org/10.1016/0045-6535(93)90113-J,301.0,halogeneted,Halogenated organics
349,"1,3-benzenediol",7.301029996,108-46-3,C1=CC(=CC(=C1)O)O,,25,https://doi.org/10.1016/0045-6535(93)90113-J,5054.0,halogeneted,Halogenated organics
350,3-nitrophenol,6.447158031,554-84-7,C1=CC(=CC(=C1)O)[N+](=O)[O-],,25,https://doi.org/10.1039/C6EM00580B,11137.0,halogeneted,Halogenated organics
351,"1,4-dihydroxybenzene",7.579783597,123-31-9,C1=CC(=CC=C1O)O,,25,https://doi.org/10.1021/es00021a011?ref=pdf,785.0,halogeneted,Halogenated organics
352,4-acetylphenol,6.176091259,99-93-4,CC(=O)C1=CC=C(C=C1)O,,25,https://doi.org/10.1021/es00021a011?ref=pdf,7469.0,alkane,Aliphatic hydrocarbons
353,4-chlorophenol,6.77815125,106-48-9,C1=CC(=CC=C1O)Cl,,25,https://doi.org/10.1021/es00021a011?ref=pdf,4684.0,halogeneted,Halogenated organics
354,4-cyanophenol,5.380211242,767-00-0,C1=CC(=CC=C1C#N)O,,25,https://doi.org/10.1021/es00021a011?ref=pdf,13019.0,halogeneted,Halogenated organics
355,4-methoxyphenol,7.230448921,150-76-5,COC1=CC=C(C=C1)O,,25,https://doi.org/10.1021/es00021a011?ref=pdf,9015.0,alcohol,Oxygenated organics
356,4-methylphenol,6.86332286,106-44-5,CC1=CC=C(C=C1)O,,25,https://doi.org/10.1021/es00021a011?ref=pdf,2879.0,alkane,Aliphatic hydrocarbons
357,4-nitrophenol,5.414973348,100-02-7,C1=CC(=CC=C1[N+](=O)[O-])O,,25,https://doi.org/10.1021/es00021a011?ref=pdf,980.0,halogeneted,Halogenated organics
358,4-tert-butylphenol,7.079181246,98-54-4,CC(C)(C)C1=CC=C(C=C1)O,,25,https://doi.org/10.1021/es00021a011?ref=pdf,7393.0,alkane,Aliphatic hydrocarbons
359,"2,4-dimethylphenol",6.361727836,105-67-9,CC1=CC(=C(C=C1)O)C,,25,https://doi.org/10.1039/C6EM00580B,7771.0,alkane,Aliphatic hydrocarbons
360,"2,4-dichlorophenol",6.447158031,120-83-2,C1=CC(=C(C=C1Cl)Cl)O,,25,https://doi.org/10.1021/es00021a011?ref=pdf,8449.0,halogeneted,Halogenated organics
361,"2,6-dimethylphenol",6.707570176,576-26-1,CC1=C(C(=CC=C1)C)O,,25,https://doi.org/10.1039/C6EM00580B,11335.0,alkane,Aliphatic hydrocarbons
362,"2,6-dimethoxyphenol",7.556302501,1991/10/3,,,25,https://doi.org/10.1021/es00021a011?ref=pdf,,phosphorus,Phosphorus-containing organics
363,3-methyl-4-chlorophenol,7.477121255,59-50-7,CC1=C(C=CC(=C1)O)Cl,,25,https://doi.org/10.1039/C6EM00580B,1732.0,alkane,Aliphatic hydrocarbons
364,"2,3,5-trichlorophenol",5.176091259,933-78-8,C1=C(C=C(C(=C1O)Cl)Cl)Cl,,25,https://doi.org/10.1039/C6EM00580B,13619.0,halogeneted,Halogenated organics
365,"2,4,6-trimethylphenol",6.505149978,118-79-6,C1=C(C=C(C(=C1Br)O)Br)Br,,25,https://doi.org/10.1039/C6EM00580B,1483.0,halogeneted,Halogenated organics
366,"2,4,6-tribromophenol",6.431363764,118-79-6,C1=C(C=C(C(=C1Br)O)Br)Br,,25,https://doi.org/10.1039/C6EM00580B,1483.0,halogeneted,Halogenated organics
367,"2,4,6-trichlorophenol",7.230448921,118-79-6,C1=C(C=C(C(=C1Br)O)Br)Br,,25,https://doi.org/10.1021/es00021a011?ref=pdf,1483.0,halogeneted,Halogenated organics
368,pentachlorophenol,5.301029996,87-86-5,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,,25,https://doi.org/10.1021/es00021a011?ref=pdf,992.0,halogeneted,Halogenated organics
369,"3,4-dihydroxyphenylalanine",8.954242509,59-92-7,C1=CC(=C(C=C1CC(C(=O)O)N)O)O,,25,https://doi.org/10.1111/j.1751-1097.1979.tb07364.x,836.0,diol,Polyfunctional / highly functionalized
370,2-methylfuran,7.77815125,534-22-5,CC1CCCO1,,25,https://doi.org/10.1016/0047-2670(78)80059-8,7301.0,alkane,Aliphatic hydrocarbons
371,"2,5-dimethylfuran",9.079181246,625-86-5,CC1=CC=C(O1)C,,25,https://doi.org/10.1016/0045-6535(87)90004-X，https://doi.org/10.1021/j100397a010?ref=pdf，https://doi.org/10.1021/es00021a011?ref=pdf,12266.0,alkane,Aliphatic hydrocarbons
372,furfuryl alcohol,8.041392685,98-00-0,COP(=S)(OC)OC1=CC=C(C=C1)[N+](=O)[O-],,25,https://doi.org/10.1039/C6EM00646A,4130.0,diol,Polyfunctional / highly functionalized
373,"N,N-dimethyl-4-nitrosoaniline",7.748188027,138-89-6,CN(C)C1=CC=C(C=C1)N=O,,25,https://doi.org/10.1016/1011-1344(91)80116-Y，https://doi.org/10.1111/j.1751-1097.1988.tb02801.x,8749.0,halogeneted,Halogenated organics
374,"N,N,N,N-tetramethyl-p-phenylenediamine",9.51851394,100-22-1,CN(C)C1=CC=C(C=C1)N(C)C,,25,https://doi.org/10.1021/j100397a010?ref=pdf,7490.0,halogeneted,Halogenated organics
375,"2-dimethylamino-5,6-dimethylpyrimidin-4-ol",7.954242509,40778-16-3,CCCCCC1=CC(=C2C3CC(CCC3C(OC2=C1)(C)C)(C)O)O,,25,https://doi.org/10.1002/ps.2780140415,169742.0,alkane,Aliphatic hydrocarbons
376,methionine,7.602059991,59-51-8,CSCCC(C(=O)O)N,,25,https://doi.org/10.1007/BF00805805，https://doi.org/10.1111/j.1751-1097.1978.tb06973.x，https://doi.org/10.1111/j.1751-1097.1977.tb07443.x,876.0,"sulfide, disulfide",Sulfur-containing organics
377,diethyl sulfide,7.255272505,352-93-2,CCSCC,,25,https://doi.org/10.1016/0045-6535(87)90004-X,9609.0,"sulfide, disulfide",Sulfur-containing organics
378,H-Gly-Met-OH,7.113943352,554-94-9,CSCCC(C(=O)O)NC(=O)CN,,25,https://doi.org/10.1007/BF00805805,96757.0,"sulfide, disulfide",Sulfur-containing organics
379,methionine methyl ester,6.84509804,10332-17-9,COC(=O)[C@H](CCSC)N,,25,https://doi.org/10.1007/BF00805805,64684.0,alcohol,Oxygenated organics
380,histamine,8.041392685,51-45-6,C1=C(NC=N1)CCN,,25,https://doi.org/10.1007/BF00805805,774.0,halogeneted,Halogenated organics
381,histidyl-glycine,7.819543936,2578-58-7,C1=C(NC=N1)C[C@@H](C(=O)NCC(=O)O)N,,25,https://doi.org/10.1007/BF00805805,101179.0,halogeneted,Halogenated organics
382,histidine,7.785329835,71-00-1,C1=C(NC=N1)CC(C(=O)O)N,,25,https://doi.org/10.1007/BF00805805,773.0,halogeneted,Halogenated organics
383,	Gly-His,7.919078092,	2489-13-6,C1=NC=NC1C[C@@H](C(=O)O)NC(=O)CN,,25,https://doi.org/10.1007/BF00805805,142774.0,cyclo,Aromatic & PAHs
384,imidazole,7.556302501,288-32-4,C1=CN=CN1,,25,https://doi.org/10.1016/0047-2670(78)80059-8，https://doi.org/10.1016/1011-1344(91)80116-Y，https://doi.org/10.1111/j.1751-1097.1978.tb06973.x,795.0,halogeneted,Halogenated organics
385,thiourea,6.643452676,62-56-6,C(=S)(N)N,,25,https://doi.org/10.1111/j.1751-1097.1978.tb06973.x,2723790.0,halogeneted,Halogenated organics
386,allylthiourea,6.602059991,109-57-9,CC(CCC(=O)O)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,,25,https://doi.org/10.1111/j.1751-1097.1978.tb06973.x,67174.0,diol,Polyfunctional / highly functionalized
387,methyl-thiourea,6.301029996,598-52-7,CSC(=N)N,,25,https://doi.org/10.1111/j.1751-1097.1978.tb06973.x,5142.0,"sulfide, disulfide",Sulfur-containing organics
388,pyrrole,8.698970004,109-97-7,C1=CNC=C1,,25,https://doi.org/10.1021/acs.est.9b03948?ref=pdf,8027.0,cyclo,Aromatic & PAHs
389,3-cyanopyrrole,7.531478917,7126-38-7,CC1(CC(CC(C1)(C)CN2C(=O)N(C(=O)N(C2=O)CC3(CC(CC(C3)(C)C)NC(=O)N4CCCCCC4=O)C)CC5(CC(CC(C5)(C)C)NC(=O)N6CCCCCC6=O)C)NC(=O)N7CCCCCC7=O)C,,25,https://doi.org/10.1021/acs.est.9b03948?ref=pdf,112130.0,diol,Polyfunctional / highly functionalized
390,3-phenylpyrrole,8.897627091,27649-43-0,C1=CC=C(C=C1)C2=CNC=C2,,25,https://doi.org/10.1021/acs.est.9b03948?ref=pdf,5324110.0,cyclo,Aromatic & PAHs
391,"2,2,6,6-tetramethylpiperidin-4-ol",7.602059991,2403-88-5,CC1(CC(CC(N1)(C)C)O)C,,25,https://doi.org/10.1111/j.1751-1097.1980.tb02545.x,75471.0,alkane,Aliphatic hydrocarbons
392,"1,4-diazabicyclo [2.2.2] octane",8.447158031, 280-57-9,C1CN2CCN1CC2,,25,https://doi.org/10.1111/j.1751-1097.1980.tb02545.x,9237.0,halogeneted,Halogenated organics
393,alanine,7.477121255,56-41-7,CC(C(=O)O)N,,25,https://doi.org/10.1080/02772249209357813,602.0,alkane,Aliphatic hydrocarbons
394,indole-3-carboxylic acid,7.146128036,771-50-6,C1=CC=C2C(=C1)C(=CN2)C(=O)O,,25,https://doi.org/10.1007/BF00805805,69867.0,halogeneted,Halogenated organics
395,indole-3-butyric acid,7.857332496,830-50-6,,,25,https://doi.org/10.1007/BF00805805,,pyridine,Heterocycles
396,indole-3-propionic acid,7.86332286,830-96-6,C1=CC=C2C(=C1)C(=CN2)CCC(=O)O,,25,https://doi.org/10.1007/BF00805805,3744.0,halogeneted,Halogenated organics
397,indole-3-acetate ion,7.963787827,93672-51-6,C1=CC=C2C(=C1)C(=CN2)CC(=O)[O-],,25,https://doi.org/10.1007/BF00805805,801.0,halogeneted,Halogenated organics
398,indole-3-acetic acid,7.301029996,87-51-4,C1=CC=C2C(=C1)C(=CN2)CC(=O)[O-],,25,https://doi.org/10.1016/1011-1344(90)85141-I,801.0,halogeneted,Halogenated organics
399,indole,7.84509804,120-72-9,C1=CC=C2C(=C1)C=CN2,,25,https://doi.org/10.1111/j.1751-1097.1988.tb02864.x,798.0,halogeneted,Halogenated organics
400,tryptophan,7.414973348,1954/12/6,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N,,25,https://doi.org/10.1080/02772249209357813,1148.0,halogeneted,Halogenated organics
401,mitomycin C ,9.95,1950/7/7,CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N,N.A. ,,https://doi.org/10.1093/oxfordjournals.jbchem.a132617,,alcohol,Oxygenated organics
402,17β-estradiol ,7.28,50-28-2 ,OC1=CC2=C(C=C1)[C@]3([H])[C@@]([C@@](CC[C@@H]4O)([H])[C@]4(C)CC3)([H])CC2,N.A. ,,https://doi.org/10.1021/es304334w,,alcohol,Oxygenated organics
403,17β-estradiol ,8.81,50-28-2 ,OC1=CC2=C(C=C1)[C@]3([H])[C@@]([C@@](CC[C@@H]4O)([H])[C@]4(C)CC3)([H])CC2,N.A. ,,https://doi.org/10.1021/es304334w,,alcohol,Oxygenated organics
404,"2,4-dinitrophenolate ",5.61,51-28-5 ,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[O-],N.A. ,,https://doi.org/10.1039/C6EM00580B,,diol,Polyfunctional / highly functionalized
405,histamine ,7.45,51-45-6 ,C1=C(NC=N1)CCN,7.1,,https://doi.org/10.1111/j.1751-1097.1978.tb06973.x?urlappend=%3Futm_source%3Dresearchgate.net%26utm_medium%3Darticle,,halogeneted,Halogenated organics
406,dopamine ,6.94,51-61-6 ,C1=CC(=C(C=C1CCN)O)O,6,,https://doi.org/10.1111/j.1751-1097.2008.00320.x,,halogeneted,Halogenated organics
407,penicillamine ,6.38,52-67-5 ,CC(C)([C@H](C(=O)O)N)S,N.A. ,,https://doi.org/10.1111/j.1751-1097.1991.tb08464.x,,"sulfide, disulfide",Sulfur-containing organics
408,3-methyl-4-chlorophenol ,7.47,59-50-7 ,CC1=C(C=CC(=C1)O)Cl,3,,https://doi.org/10.1039/C6EM00580B,,alkane,Aliphatic hydrocarbons
409,3-methyl-4-chlorophenol ate,8.11,59-50-7 ,CC1=C(C=CC(=C1)O)Cl,12,,https://doi.org/10.1039/C6EM00580B,,alkane,Aliphatic hydrocarbons
410,2-ammonio-4-(methylsul fanyl) butanoate ,7.0,59-51-8 ,CSCCC([NH3+])C([O-])=O,7,,https://doi.org/10.1111/j.1751-1097.1978.tb06973.x?urlappend=%3Futm_source%3Dresearchgate.net%26utm_medium%3Darticle，https://doi.org/10.1111/j.1751-1097.1977.tb07443.x,,"sulfide, disulfide",Sulfur-containing organics
411,tyrosine ,6.94,60-18-4 ,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,3,,https://doi.org/10.1039/C6EM00580B,,halogeneted,Halogenated organics
412,2-aminoethanethiol ,6.92,60-23-1 ,C(CS)N,N.A. ,,https://doi.org/10.1111/j.1751-1097.1991.tb08464.x,,halogeneted,Halogenated organics
413,tryptamine ,9.89,61-54-1 ,C1=CC=C2C(=C1)C(=CN2)CCN,7,,https://doi.org/10.1135/cccc19931299,,halogeneted,Halogenated organics
414,mefenamic acid ,7.2,61-68-7 ,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,7.5,,https://doi.org/10.1039/c7em00079k,,cyclo,Aromatic & PAHs
415,thiourea ,6.64,62-56-6 ,C(=S)(N)N,7.1,,https://doi.org/10.1111/j.1751-1097.1978.tb06973.x?urlappend=%3Futm_source%3Dresearchgate.net%26utm_medium%3Darticle,,halogeneted,Halogenated organics
416,uracil ,5.48,66-22-8 ,C1=CNC(=O)NC1=O,9,,https://doi.org/10.1562/2006-07-25-ra-982,,cyclo,Aromatic & PAHs
417,hypoxanthine ,6.48,68-94-0 ,C1=NC2=C(N1)C(=O)NC=N2,7,,https://doi.org/10.1016/j.jphotochem.2007.06.013,,halogeneted,Halogenated organics
418,xanthine ,7.58,69-89-6 ,C1=NC2=C(N1)C(=O)NC(=O)N2,7,,https://doi.org/10.1016/j.jphotochem.2007.06.013,,halogeneted,Halogenated organics
419,uric acid ,8.08,69-93-2 ,C12=C(NC(=O)N1)NC(=O)NC2=O,7,,https://doi.org/10.1016/j.jphotochem.2007.06.013,,halogeneted,Halogenated organics
420,L-histidine ,7.92,71-00-1 ,C1=C(NC=N1)C[C@@H](C(=O)O)N,7,,https://doi.org/10.1016/j.jphotochem.2007.01.005，https://doi.org/10.1111/j.1751-1097.1993.tb02317.x,,halogeneted,Halogenated organics
421,sulfathiazole ,7.74,72-14-0 ,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,N.A. ,,https://doi.org/10.1039/c7em00079k,,"sulfide, disulfide",Sulfur-containing organics
422,L-tryptophan ,8.51,73-22-3 ,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N,7.4,,https://doi.org/10.1016/j.jphotochem.2007.01.005,,halogeneted,Halogenated organics
423,tetrabromobisphenol ,5.95,79-94-7 ,C1=CC(=C(C(=C1C2=CC(=C(C=C2Br)Br)O)Br)Br)O,N.A. ,,https://doi.org/10.1016/j.chemosphere.2008.06.013,,halogeneted,Halogenated organics
424,tetrabromobisphenolate ,8.18,79-94-7 ,C1=CC(=C(C(=C1C2=CC(=C(C=C2Br)Br)O)Br)Br)O,12,,https://doi.org/10.1016/j.chemosphere.2008.06.013,,halogeneted,Halogenated organics
425,bisphenol A ,5.48,1980/5/7,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,N.A. ,,https://doi.org/10.1016/j.chemosphere.2008.06.013,,alkane,Aliphatic hydrocarbons
